model,nowcast_date,reference_date,age_group,location,confirm,holiday,group,mean,median,sd,mad,q2.5,q5,q20,q25,q50,q75,q80,q90,q95,q97.5,rhat,ess_bulk,ess_tail,q10,report_date
"Reference: Fixed, Report: Fixed",2021-10-25,2021-09-16,00+,DE,492,FALSE,1,492,492,0,0,492,492,492,492,492,492,492,492,492,492,,,,,2021-10-25
"Reference: Fixed, Report: Day of week",2021-10-25,2021-09-16,00+,DE,492,FALSE,1,492,492,0,0,492,492,492,492,492,492,492,492,492,492,,,,,2021-10-25
"Reference: Age, Report: Day of week",2021-10-25,2021-09-16,00+,DE,492,FALSE,1,492,492,0,0,492,492,492,492,492,492,492,492,492,492,,,,,2021-10-25
"Reference: Age and week, Report: Day of week",2021-10-25,2021-09-16,00+,DE,492,FALSE,1,492,492,0,0,492,492,492,492,492,492,492,492,492,492,,,,,2021-10-25
"Reference: Age and week by age, Report: Day of week",2021-10-25,2021-09-16,00+,DE,492,FALSE,1,492,492,0,0,492,492,492,492,492,492,492,492,492,492,,,,,2021-10-25
"Independent by age, Reference: Week, Report: Day of week",2021-10-25,2021-09-16,00+,DE,492,FALSE,1,492,492,0,0,492,492,492,492,492,492,492,492,492,492,,,,,2021-10-25
"Independent by age, Reference: Week and day of week, Report: Day of week",2021-10-25,2021-09-16,00+,DE,492,FALSE,1,492,492,0,0,492,492,492,492,492,492,492,492,492,492,,,,,2021-10-25
"Reference: Fixed, Report: Fixed",2021-10-25,2021-09-17,00+,DE,419,FALSE,1,419.7375,419,0.945008079402006,0,419,419,419,419,419,420,420,421,422,422,1.00146195854556,1671.45882030934,1780.35825984432,,2021-10-25
"Reference: Fixed, Report: Day of week",2021-10-25,2021-09-17,00+,DE,419,FALSE,1,419.8605,420,0.960469156454412,1.4826,419,419,419,419,420,420,421,421,422,422,0.999775179853451,1883.38349241772,1723.18170814185,,2021-10-25
"Reference: Age, Report: Day of week",2021-10-25,2021-09-17,00+,DE,419,FALSE,1,419.848,420,1.00369303068713,1.4826,419,419,419,419,420,420,421,421,422,422,1.00225247943906,2007.52825840781,1543.44543315437,,2021-10-25
"Reference: Age and week, Report: Day of week",2021-10-25,2021-09-17,00+,DE,419,FALSE,1,419.786,420,0.909184969439293,1.4826,419,419,419,419,420,420,420,421,422,422,0.999868535851727,1864.50759636319,1668.99554617163,,2021-10-25
"Reference: Age and week by age, Report: Day of week",2021-10-25,2021-09-17,00+,DE,419,FALSE,1,419.7255,420,0.888563178542264,1.4826,419,419,419,419,420,420,420,421,421,422,1.00020784858853,1770.34910508616,1845.112214099,,2021-10-25
"Independent by age, Reference: Week, Report: Day of week",2021-10-25,2021-09-17,00+,DE,419,FALSE,1,419.7515,420,0.901750701227108,1.4826,419,419,419,419,420,420,420,421,421,422,1.00228465301466,1555.5527277603,1442.12821386265,,2021-10-25
"Independent by age, Reference: Week and day of week, Report: Day of week",2021-10-25,2021-09-17,00+,DE,419,FALSE,1,419.666,419,0.855458885600282,0,419,419,419,419,419,420,420,421,421,422,0.999065868952177,1981.33441863011,1942.59454176784,,2021-10-25
"Reference: Fixed, Report: Fixed",2021-10-25,2021-09-18,00+,DE,387,FALSE,1,388.335,388,1.29754260369523,1.4826,387,387,387,387,388,389,389,390,391,392,1.00046899661501,1907.30362689949,1938.77984042147,,2021-10-25
"Reference: Fixed, Report: Day of week",2021-10-25,2021-09-18,00+,DE,387,FALSE,1,388.606,388,1.34226108951135,1.4826,387,387,387,388,388,389,390,390,391,392,0.999665396363226,1970.4262083638,1959.803361743,,2021-10-25
"Reference: Age, Report: Day of week",2021-10-25,2021-09-18,00+,DE,387,FALSE,1,388.4625,388,1.29322463825218,1.4826,387,387,387,387,388,389,389,390,391,391,1.0004687391211,1830.82128581797,1987.62862207001,,2021-10-25
"Reference: Age and week, Report: Day of week",2021-10-25,2021-09-18,00+,DE,387,FALSE,1,388.407,388,1.21823357634046,1.4826,387,387,387,387,388,389,389,390,391,391,1.00120899271308,2015.02976181239,1906.05840364122,,2021-10-25
"Reference: Age and week by age, Report: Day of week",2021-10-25,2021-09-18,00+,DE,387,FALSE,1,388.192,388,1.11568740209325,1.4826,387,387,387,387,388,389,389,390,390,391,1.00089977946775,1833.698264857,1905.58636485458,,2021-10-25
"Independent by age, Reference: Week, Report: Day of week",2021-10-25,2021-09-18,00+,DE,387,FALSE,1,388.3165,388,1.22314176933581,1.4826,387,387,387,387,388,389,389,390,391,391,1.00213715277239,1998.43464154824,1952.38668941406,,2021-10-25
"Independent by age, Reference: Week and day of week, Report: Day of week",2021-10-25,2021-09-18,00+,DE,387,FALSE,1,388.09,388,1.08742413327221,1.4826,387,387,387,387,388,389,389,390,390,391,0.999416411331143,1846.12350897532,1852.41360565994,,2021-10-25
"Reference: Fixed, Report: Fixed",2021-10-25,2021-09-19,00+,DE,276,FALSE,1,277.463,277,1.30172126014733,1.4826,276,276,276,276,277,278,278,279,280,280,1.00017300922518,2042.58019794824,2021.06718115767,,2021-10-25
"Reference: Fixed, Report: Day of week",2021-10-25,2021-09-19,00+,DE,276,FALSE,1,277.63,277,1.35167063545576,1.4826,276,276,276,277,277,278,279,279,280,281,1.00033476067513,1931.58524123299,2025.69592260528,,2021-10-25
"Reference: Age, Report: Day of week",2021-10-25,2021-09-19,00+,DE,276,FALSE,1,277.5675,277,1.32865586711029,1.4826,276,276,276,277,277,278,279,279,280,281,1.00023949597149,1907.81889736912,1954.17772210766,,2021-10-25
"Reference: Age and week, Report: Day of week",2021-10-25,2021-09-19,00+,DE,276,FALSE,1,277.461,277,1.24147075068743,1.4826,276,276,276,277,277,278,278,279,280,280,0.999852065762894,1900.75878124766,1671.58856670059,,2021-10-25
"Reference: Age and week by age, Report: Day of week",2021-10-25,2021-09-19,00+,DE,276,FALSE,1,277.2145,277,1.11629422931555,1.4826,276,276,276,276,277,278,278,279,279,280,0.999619401299929,1979.15604646428,1875.46391027871,,2021-10-25
"Independent by age, Reference: Week, Report: Day of week",2021-10-25,2021-09-19,00+,DE,276,FALSE,1,277.418,277,1.27635831382596,1.4826,276,276,276,276,277,278,278,279,280,280.025,0.999292121528666,1836.43860677572,1911.88729598306,,2021-10-25
"Independent by age, Reference: Week and day of week, Report: Day of week",2021-10-25,2021-09-19,00+,DE,276,FALSE,1,276.991,277,0.996702416899812,1.4826,276,276,276,276,277,278,278,278,279,279,1.00126786637352,1954.97546305155,1894.51131671178,,2021-10-25
"Reference: Fixed, Report: Fixed",2021-10-25,2021-09-20,00+,DE,147,FALSE,1,148.144,148,1.15669052320975,1.4826,147,147,147,147,148,149,149,150,150,151,1.00062406286105,2043.77283341486,2013.51453693987,,2021-10-25
"Reference: Fixed, Report: Day of week",2021-10-25,2021-09-20,00+,DE,147,FALSE,1,148.148,148,1.10530848790132,1.4826,147,147,147,147,148,149,149,150,150,151,1.00043130141064,2006.48466725736,1732.08813986362,,2021-10-25
"Reference: Age, Report: Day of week",2021-10-25,2021-09-20,00+,DE,147,FALSE,1,148.0875,148,1.03797034698522,1.4826,147,147,147,147,148,149,149,149,150,150,1.00001399670179,2098.35064117832,1875.91498231396,,2021-10-25
"Reference: Age and week, Report: Day of week",2021-10-25,2021-09-20,00+,DE,147,FALSE,1,148.0585,148,1.06847956194171,1.4826,147,147,147,147,148,149,149,149,150,151,0.999879468129316,1822.88895994119,1773.23657840951,,2021-10-25
"Reference: Age and week by age, Report: Day of week",2021-10-25,2021-09-20,00+,DE,147,FALSE,1,147.7675,148,0.89768963085059,1.4826,147,147,147,147,148,148,148,149,149,150,0.999375619754955,1933.95409773715,1996.08026342448,,2021-10-25
"Independent by age, Reference: Week, Report: Day of week",2021-10-25,2021-09-20,00+,DE,147,FALSE,1,147.9555,148,1.01342649789381,1.4826,147,147,147,147,148,149,149,149,150,150,0.999689161319785,1872.80467581627,1859.70021375225,,2021-10-25
"Independent by age, Reference: Week and day of week, Report: Day of week",2021-10-25,2021-09-20,00+,DE,147,FALSE,1,147.516,147,0.727329708077517,0,147,147,147,147,147,148,148,149,149,149,0.999932368211202,2014.77043182818,1975.24578847766,,2021-10-25
"Reference: Fixed, Report: Fixed",2021-10-25,2021-09-21,00+,DE,362,FALSE,1,364.933,365,1.93064100426353,1.4826,362,362,363,363,365,366,366,368,369,369,1.00097876335244,1967.33083579751,1949.70392940872,,2021-10-25
