reference_date,location,age_group,confirm,holiday
2021-04-12,DE-NW,80+,303,FALSE
2021-04-12,DE-RP,00+,238,FALSE
2021-04-12,DE-RP,00-04,1,FALSE
2021-04-12,DE-RP,05-14,0,FALSE
2021-04-12,DE-RP,15-34,31,FALSE
2021-04-12,DE-RP,35-59,81,FALSE
2021-04-12,DE-RP,60-79,76,FALSE
2021-04-12,DE-RP,80+,48,FALSE
2021-04-12,DE-SH,00+,145,FALSE
2021-04-12,DE-SH,00-04,1,FALSE
2021-04-12,DE-SH,05-14,3,FALSE
2021-04-12,DE-SH,15-34,18,FALSE
2021-04-12,DE-SH,35-59,45,FALSE
2021-04-12,DE-SH,60-79,46,FALSE
2021-04-12,DE-SH,80+,32,FALSE
2021-04-12,DE-SL,00+,56,FALSE
2021-04-12,DE-SL,00-04,1,FALSE
2021-04-12,DE-SL,05-14,1,FALSE
2021-04-12,DE-SL,15-34,5,FALSE
2021-04-12,DE-SL,35-59,18,FALSE
2021-04-12,DE-SL,60-79,19,FALSE
2021-04-12,DE-SL,80+,12,FALSE
2021-04-12,DE-SN,00+,602,FALSE
2021-04-12,DE-SN,00-04,5,FALSE
2021-04-12,DE-SN,05-14,4,FALSE
2021-04-12,DE-SN,15-34,29,FALSE
2021-04-12,DE-SN,35-59,130,FALSE
2021-04-12,DE-SN,60-79,284,FALSE
2021-04-12,DE-SN,80+,150,FALSE
2021-04-12,DE-ST,00+,284,FALSE
2021-04-12,DE-ST,00-04,5,FALSE
2021-04-12,DE-ST,05-14,3,FALSE
2021-04-12,DE-ST,15-34,16,FALSE
2021-04-12,DE-ST,35-59,66,FALSE
2021-04-12,DE-ST,60-79,119,FALSE
2021-04-12,DE-ST,80+,75,FALSE
2021-04-12,DE-TH,00+,386,FALSE
2021-04-12,DE-TH,00-04,4,FALSE
2021-04-12,DE-TH,05-14,3,FALSE
2021-04-12,DE-TH,15-34,16,FALSE
2021-04-12,DE-TH,35-59,96,FALSE
2021-04-12,DE-TH,60-79,183,FALSE
2021-04-12,DE-TH,80+,84,FALSE
2021-04-13,DE,00+,7953,FALSE
2021-04-13,DE,00-04,116,FALSE
2021-04-13,DE,05-14,74,FALSE
2021-04-13,DE,15-34,785,FALSE
2021-04-13,DE,35-59,2497,FALSE
2021-04-13,DE,60-79,2983,FALSE
2021-04-13,DE,80+,1496,FALSE
2021-04-13,DE-BB,00+,244,FALSE
2021-04-13,DE-BB,00-04,2,FALSE
2021-04-13,DE-BB,05-14,2,FALSE
2021-04-13,DE-BB,15-34,5,FALSE
2021-04-13,DE-BB,35-59,56,FALSE
2021-04-13,DE-BB,60-79,104,FALSE
2021-04-13,DE-BB,80+,75,FALSE
2021-04-13,DE-BE,00+,306,FALSE
2021-04-13,DE-BE,00-04,4,FALSE
2021-04-13,DE-BE,05-14,3,FALSE
2021-04-13,DE-BE,15-34,29,FALSE
2021-04-13,DE-BE,35-59,112,FALSE
2021-04-13,DE-BE,60-79,107,FALSE
2021-04-13,DE-BE,80+,51,FALSE
2021-04-13,DE-BW,00+,1014,FALSE
2021-04-13,DE-BW,00-04,19,FALSE
2021-04-13,DE-BW,05-14,6,FALSE
2021-04-13,DE-BW,15-34,119,FALSE
2021-04-13,DE-BW,35-59,328,FALSE
2021-04-13,DE-BW,60-79,373,FALSE
2021-04-13,DE-BW,80+,169,FALSE
2021-04-13,DE-BY,00+,1135,FALSE
2021-04-13,DE-BY,00-04,16,FALSE
2021-04-13,DE-BY,05-14,13,FALSE
2021-04-13,DE-BY,15-34,102,FALSE
2021-04-13,DE-BY,35-59,371,FALSE
2021-04-13,DE-BY,60-79,420,FALSE
2021-04-13,DE-BY,80+,213,FALSE
2021-04-13,DE-HB,00+,100,FALSE
2021-04-13,DE-HB,00-04,0,FALSE
2021-04-13,DE-HB,05-14,1,FALSE
2021-04-13,DE-HB,15-34,15,FALSE
2021-04-13,DE-HB,35-59,46,FALSE
2021-04-13,DE-HB,60-79,29,FALSE
2021-04-13,DE-HB,80+,9,FALSE
2021-04-13,DE-HE,00+,716,FALSE
2021-04-13,DE-HE,00-04,15,FALSE
2021-04-13,DE-HE,05-14,6,FALSE
2021-04-13,DE-HE,15-34,75,FALSE
2021-04-13,DE-HE,35-59,247,FALSE
2021-04-13,DE-HE,60-79,244,FALSE
2021-04-13,DE-HE,80+,129,FALSE
2021-04-13,DE-HH,00+,141,FALSE
2021-04-13,DE-HH,00-04,2,FALSE
2021-04-13,DE-HH,05-14,0,FALSE
2021-04-13,DE-HH,15-34,24,FALSE
2021-04-13,DE-HH,35-59,55,FALSE
2021-04-13,DE-HH,60-79,43,FALSE
2021-04-13,DE-HH,80+,17,FALSE
2021-04-13,DE-MV,00+,284,FALSE
2021-04-13,DE-MV,00-04,4,FALSE
2021-04-13,DE-MV,05-14,9,FALSE
2021-04-13,DE-MV,15-34,35,FALSE
2021-04-13,DE-MV,35-59,98,FALSE
2021-04-13,DE-MV,60-79,99,FALSE
2021-04-13,DE-MV,80+,39,FALSE
2021-04-13,DE-NI,00+,455,FALSE
2021-04-13,DE-NI,00-04,7,FALSE
2021-04-13,DE-NI,05-14,4,FALSE
2021-04-13,DE-NI,15-34,50,FALSE
2021-04-13,DE-NI,35-59,167,FALSE
2021-04-13,DE-NI,60-79,159,FALSE
2021-04-13,DE-NI,80+,68,FALSE
2021-04-13,DE-NW,00+,1766,FALSE
2021-04-13,DE-NW,00-04,28,FALSE
2021-04-13,DE-NW,05-14,15,FALSE
2021-04-13,DE-NW,15-34,204,FALSE
2021-04-13,DE-NW,35-59,570,FALSE
2021-04-13,DE-NW,60-79,634,FALSE
2021-04-13,DE-NW,80+,314,FALSE
2021-04-13,DE-RP,00+,245,FALSE
2021-04-13,DE-RP,00-04,2,FALSE
2021-04-13,DE-RP,05-14,0,FALSE
2021-04-13,DE-RP,15-34,33,FALSE
2021-04-13,DE-RP,35-59,84,FALSE
2021-04-13,DE-RP,60-79,82,FALSE
2021-04-13,DE-RP,80+,43,FALSE
2021-04-13,DE-SH,00+,145,FALSE
2021-04-13,DE-SH,00-04,1,FALSE
2021-04-13,DE-SH,05-14,4,FALSE
2021-04-13,DE-SH,15-34,20,FALSE
2021-04-13,DE-SH,35-59,44,FALSE
2021-04-13,DE-SH,60-79,47,FALSE
2021-04-13,DE-SH,80+,29,FALSE
2021-04-13,DE-SL,00+,60,FALSE
2021-04-13,DE-SL,00-04,1,FALSE
2021-04-13,DE-SL,05-14,1,FALSE
2021-04-13,DE-SL,15-34,6,FALSE
2021-04-13,DE-SL,35-59,19,FALSE
2021-04-13,DE-SL,60-79,20,FALSE
2021-04-13,DE-SL,80+,13,FALSE
2021-04-13,DE-SN,00+,633,FALSE
2021-04-13,DE-SN,00-04,5,FALSE
2021-04-13,DE-SN,05-14,4,FALSE
2021-04-13,DE-SN,15-34,32,FALSE
2021-04-13,DE-SN,35-59,138,FALSE
2021-04-13,DE-SN,60-79,297,FALSE
2021-04-13,DE-SN,80+,157,FALSE
2021-04-13,DE-ST,00+,293,FALSE
2021-04-13,DE-ST,00-04,5,FALSE
2021-04-13,DE-ST,05-14,4,FALSE
2021-04-13,DE-ST,15-34,19,FALSE
2021-04-13,DE-ST,35-59,65,FALSE
2021-04-13,DE-ST,60-79,125,FALSE
2021-04-13,DE-ST,80+,75,FALSE
2021-04-13,DE-TH,00+,416,FALSE
2021-04-13,DE-TH,00-04,5,FALSE
2021-04-13,DE-TH,05-14,2,FALSE
2021-04-13,DE-TH,15-34,17,FALSE
2021-04-13,DE-TH,35-59,97,FALSE
2021-04-13,DE-TH,60-79,200,FALSE
2021-04-13,DE-TH,80+,95,FALSE
2021-04-14,DE,00+,8257,FALSE
2021-04-14,DE,00-04,119,FALSE
2021-04-14,DE,05-14,78,FALSE
2021-04-14,DE,15-34,827,FALSE
2021-04-14,DE,35-59,2613,FALSE
2021-04-14,DE,60-79,3128,FALSE
2021-04-14,DE,80+,1489,FALSE
2021-04-14,DE-BB,00+,251,FALSE
2021-04-14,DE-BB,00-04,2,FALSE
2021-04-14,DE-BB,05-14,2,FALSE
2021-04-14,DE-BB,15-34,8,FALSE
2021-04-14,DE-BB,35-59,55,FALSE
2021-04-14,DE-BB,60-79,108,FALSE
2021-04-14,DE-BB,80+,76,FALSE
2021-04-14,DE-BE,00+,302,FALSE
2021-04-14,DE-BE,00-04,4,FALSE
2021-04-14,DE-BE,05-14,3,FALSE
2021-04-14,DE-BE,15-34,34,FALSE
2021-04-14,DE-BE,35-59,113,FALSE
2021-04-14,DE-BE,60-79,107,FALSE
2021-04-14,DE-BE,80+,41,FALSE
2021-04-14,DE-BW,00+,1075,FALSE
2021-04-14,DE-BW,00-04,20,FALSE
2021-04-14,DE-BW,05-14,10,FALSE
2021-04-14,DE-BW,15-34,118,FALSE
2021-04-14,DE-BW,35-59,367,FALSE
2021-04-14,DE-BW,60-79,399,FALSE
2021-04-14,DE-BW,80+,161,FALSE
2021-04-14,DE-BY,00+,1163,FALSE
2021-04-14,DE-BY,00-04,17,FALSE
2021-04-14,DE-BY,05-14,13,FALSE
2021-04-14,DE-BY,15-34,104,FALSE
2021-04-14,DE-BY,35-59,382,FALSE
2021-04-14,DE-BY,60-79,438,FALSE
2021-04-14,DE-BY,80+,208,FALSE
2021-04-14,DE-HB,00+,100,FALSE
2021-04-14,DE-HB,00-04,0,FALSE
2021-04-14,DE-HB,05-14,1,FALSE
2021-04-14,DE-HB,15-34,12,FALSE
2021-04-14,DE-HB,35-59,45,FALSE
2021-04-14,DE-HB,60-79,33,FALSE
2021-04-14,DE-HB,80+,9,FALSE
2021-04-14,DE-HE,00+,712,FALSE
2021-04-14,DE-HE,00-04,15,FALSE
2021-04-14,DE-HE,05-14,7,FALSE
2021-04-14,DE-HE,15-34,81,FALSE
2021-04-14,DE-HE,35-59,256,FALSE
2021-04-14,DE-HE,60-79,225,FALSE
2021-04-14,DE-HE,80+,128,FALSE
2021-04-14,DE-HH,00+,145,FALSE
2021-04-14,DE-HH,00-04,3,FALSE
2021-04-14,DE-HH,05-14,1,FALSE
2021-04-14,DE-HH,15-34,22,FALSE
2021-04-14,DE-HH,35-59,50,FALSE
2021-04-14,DE-HH,60-79,51,FALSE
2021-04-14,DE-HH,80+,18,FALSE
2021-04-14,DE-MV,00+,319,FALSE
2021-04-14,DE-MV,00-04,4,FALSE
2021-04-14,DE-MV,05-14,10,FALSE
2021-04-14,DE-MV,15-34,39,FALSE
2021-04-14,DE-MV,35-59,110,FALSE
2021-04-14,DE-MV,60-79,112,FALSE
2021-04-14,DE-MV,80+,44,FALSE
2021-04-14,DE-NI,00+,463,FALSE
2021-04-14,DE-NI,00-04,8,FALSE
2021-04-14,DE-NI,05-14,4,FALSE
2021-04-14,DE-NI,15-34,54,FALSE
2021-04-14,DE-NI,35-59,161,FALSE
2021-04-14,DE-NI,60-79,172,FALSE
2021-04-14,DE-NI,80+,64,FALSE
2021-04-14,DE-NW,00+,1892,FALSE
2021-04-14,DE-NW,00-04,27,FALSE
2021-04-14,DE-NW,05-14,14,FALSE
2021-04-14,DE-NW,15-34,223,FALSE
2021-04-14,DE-NW,35-59,610,FALSE
2021-04-14,DE-NW,60-79,696,FALSE
2021-04-14,DE-NW,80+,321,FALSE
2021-04-14,DE-RP,00+,262,FALSE
2021-04-14,DE-RP,00-04,2,FALSE
2021-04-14,DE-RP,05-14,0,FALSE
2021-04-14,DE-RP,15-34,31,FALSE
2021-04-14,DE-RP,35-59,88,FALSE
2021-04-14,DE-RP,60-79,90,FALSE
2021-04-14,DE-RP,80+,50,FALSE
2021-04-14,DE-SH,00+,151,FALSE
2021-04-14,DE-SH,00-04,3,FALSE
2021-04-14,DE-SH,05-14,4,FALSE
2021-04-14,DE-SH,15-34,22,FALSE
2021-04-14,DE-SH,35-59,50,FALSE
2021-04-14,DE-SH,60-79,48,FALSE
2021-04-14,DE-SH,80+,24,FALSE
2021-04-14,DE-SL,00+,57,FALSE
2021-04-14,DE-SL,00-04,1,FALSE
2021-04-14,DE-SL,05-14,1,FALSE
2021-04-14,DE-SL,15-34,6,FALSE
2021-04-14,DE-SL,35-59,17,FALSE
2021-04-14,DE-SL,60-79,19,FALSE
2021-04-14,DE-SL,80+,13,FALSE
2021-04-14,DE-SN,00+,658,FALSE
2021-04-14,DE-SN,00-04,5,FALSE
2021-04-14,DE-SN,05-14,3,FALSE
2021-04-14,DE-SN,15-34,35,FALSE
2021-04-14,DE-SN,35-59,153,FALSE
2021-04-14,DE-SN,60-79,300,FALSE
2021-04-14,DE-SN,80+,162,FALSE
2021-04-14,DE-ST,00+,290,FALSE
2021-04-14,DE-ST,00-04,4,FALSE
2021-04-14,DE-ST,05-14,4,FALSE
2021-04-14,DE-ST,15-34,18,FALSE
2021-04-14,DE-ST,35-59,64,FALSE
2021-04-14,DE-ST,60-79,124,FALSE
2021-04-14,DE-ST,80+,76,FALSE
2021-04-14,DE-TH,00+,417,FALSE
2021-04-14,DE-TH,00-04,4,FALSE
2021-04-14,DE-TH,05-14,1,FALSE
2021-04-14,DE-TH,15-34,20,FALSE
2021-04-14,DE-TH,35-59,92,FALSE
2021-04-14,DE-TH,60-79,206,FALSE
2021-04-14,DE-TH,80+,94,FALSE
2021-04-15,DE,00+,8106,FALSE
2021-04-15,DE,00-04,123,FALSE
2021-04-15,DE,05-14,80,FALSE
2021-04-15,DE,15-34,833,FALSE
2021-04-15,DE,35-59,2488,FALSE
2021-04-15,DE,60-79,3103,FALSE
2021-04-15,DE,80+,1477,FALSE
2021-04-15,DE-BB,00+,262,FALSE
2021-04-15,DE-BB,00-04,2,FALSE
2021-04-15,DE-BB,05-14,1,FALSE
2021-04-15,DE-BB,15-34,6,FALSE
2021-04-15,DE-BB,35-59,59,FALSE
2021-04-15,DE-BB,60-79,117,FALSE
2021-04-15,DE-BB,80+,77,FALSE
2021-04-15,DE-BE,00+,279,FALSE
2021-04-15,DE-BE,00-04,3,FALSE
2021-04-15,DE-BE,05-14,3,FALSE
2021-04-15,DE-BE,15-34,33,FALSE
2021-04-15,DE-BE,35-59,106,FALSE
2021-04-15,DE-BE,60-79,97,FALSE
2021-04-15,DE-BE,80+,37,FALSE
2021-04-15,DE-BW,00+,1070,FALSE
2021-04-15,DE-BW,00-04,23,FALSE
2021-04-15,DE-BW,05-14,13,FALSE
2021-04-15,DE-BW,15-34,127,FALSE
2021-04-15,DE-BW,35-59,366,FALSE
2021-04-15,DE-BW,60-79,387,FALSE
2021-04-15,DE-BW,80+,154,FALSE
2021-04-15,DE-BY,00+,1125,FALSE
2021-04-15,DE-BY,00-04,17,FALSE
2021-04-15,DE-BY,05-14,13,FALSE
2021-04-15,DE-BY,15-34,106,FALSE
2021-04-15,DE-BY,35-59,350,FALSE
2021-04-15,DE-BY,60-79,431,FALSE
2021-04-15,DE-BY,80+,207,FALSE
2021-04-15,DE-HB,00+,99,FALSE
2021-04-15,DE-HB,00-04,0,FALSE
2021-04-15,DE-HB,05-14,0,FALSE
2021-04-15,DE-HB,15-34,13,FALSE
2021-04-15,DE-HB,35-59,43,FALSE
2021-04-15,DE-HB,60-79,34,FALSE
2021-04-15,DE-HB,80+,9,FALSE
2021-04-15,DE-HE,00+,714,FALSE
2021-04-15,DE-HE,00-04,19,FALSE
2021-04-15,DE-HE,05-14,6,FALSE
2021-04-15,DE-HE,15-34,94,FALSE
2021-04-15,DE-HE,35-59,259,FALSE
2021-04-15,DE-HE,60-79,211,FALSE
2021-04-15,DE-HE,80+,125,FALSE
2021-04-15,DE-HH,00+,157,FALSE
2021-04-15,DE-HH,00-04,3,FALSE
2021-04-15,DE-HH,05-14,1,FALSE
2021-04-15,DE-HH,15-34,21,FALSE
2021-04-15,DE-HH,35-59,56,FALSE
2021-04-15,DE-HH,60-79,56,FALSE
2021-04-15,DE-HH,80+,20,FALSE
2021-04-15,DE-MV,00+,218,FALSE
2021-04-15,DE-MV,00-04,0,FALSE
2021-04-15,DE-MV,05-14,3,FALSE
2021-04-15,DE-MV,15-34,16,FALSE
2021-04-15,DE-MV,35-59,63,FALSE
2021-04-15,DE-MV,60-79,97,FALSE
2021-04-15,DE-MV,80+,39,FALSE
2021-04-15,DE-NI,00+,462,FALSE
2021-04-15,DE-NI,00-04,8,FALSE
2021-04-15,DE-NI,05-14,6,FALSE
2021-04-15,DE-NI,15-34,55,FALSE
2021-04-15,DE-NI,35-59,151,FALSE
2021-04-15,DE-NI,60-79,177,FALSE
2021-04-15,DE-NI,80+,65,FALSE
2021-04-15,DE-NW,00+,1926,FALSE
2021-04-15,DE-NW,00-04,30,FALSE
2021-04-15,DE-NW,05-14,18,FALSE
2021-04-15,DE-NW,15-34,230,FALSE
2021-04-15,DE-NW,35-59,612,FALSE
2021-04-15,DE-NW,60-79,716,FALSE
2021-04-15,DE-NW,80+,320,FALSE
2021-04-15,DE-RP,00+,254,FALSE
2021-04-15,DE-RP,00-04,3,FALSE
2021-04-15,DE-RP,05-14,1,FALSE
2021-04-15,DE-RP,15-34,33,FALSE
2021-04-15,DE-RP,35-59,80,FALSE
2021-04-15,DE-RP,60-79,87,FALSE
2021-04-15,DE-RP,80+,49,FALSE
2021-04-15,DE-SH,00+,144,FALSE
2021-04-15,DE-SH,00-04,3,FALSE
2021-04-15,DE-SH,05-14,5,FALSE
2021-04-15,DE-SH,15-34,23,FALSE
2021-04-15,DE-SH,35-59,45,FALSE
2021-04-15,DE-SH,60-79,48,FALSE
2021-04-15,DE-SH,80+,20,FALSE
2021-04-15,DE-SL,00+,54,FALSE
2021-04-15,DE-SL,00-04,2,FALSE
2021-04-15,DE-SL,05-14,1,FALSE
2021-04-15,DE-SL,15-34,6,FALSE
2021-04-15,DE-SL,35-59,15,FALSE
2021-04-15,DE-SL,60-79,21,FALSE
2021-04-15,DE-SL,80+,9,FALSE
2021-04-15,DE-SN,00+,647,FALSE
2021-04-15,DE-SN,00-04,6,FALSE
2021-04-15,DE-SN,05-14,3,FALSE
2021-04-15,DE-SN,15-34,37,FALSE
2021-04-15,DE-SN,35-59,134,FALSE
2021-04-15,DE-SN,60-79,301,FALSE
2021-04-15,DE-SN,80+,166,FALSE
2021-04-15,DE-ST,00+,292,FALSE
2021-04-15,DE-ST,00-04,3,FALSE
2021-04-15,DE-ST,05-14,5,FALSE
2021-04-15,DE-ST,15-34,16,FALSE
2021-04-15,DE-ST,35-59,67,FALSE
2021-04-15,DE-ST,60-79,121,FALSE
2021-04-15,DE-ST,80+,80,FALSE
2021-04-15,DE-TH,00+,403,FALSE
2021-04-15,DE-TH,00-04,1,FALSE
2021-04-15,DE-TH,05-14,1,FALSE
2021-04-15,DE-TH,15-34,17,FALSE
2021-04-15,DE-TH,35-59,82,FALSE
2021-04-15,DE-TH,60-79,202,FALSE
2021-04-15,DE-TH,80+,100,FALSE
2021-04-16,DE,00+,7965,FALSE
2021-04-16,DE,00-04,112,FALSE
2021-04-16,DE,05-14,82,FALSE
2021-04-16,DE,15-34,818,FALSE
2021-04-16,DE,35-59,2424,FALSE
2021-04-16,DE,60-79,3048,FALSE
2021-04-16,DE,80+,1479,FALSE
2021-04-16,DE-BB,00+,243,FALSE
2021-04-16,DE-BB,00-04,3,FALSE
2021-04-16,DE-BB,05-14,0,FALSE
2021-04-16,DE-BB,15-34,6,FALSE
2021-04-16,DE-BB,35-59,52,FALSE
2021-04-16,DE-BB,60-79,110,FALSE
2021-04-16,DE-BB,80+,72,FALSE
2021-04-16,DE-BE,00+,283,FALSE
2021-04-16,DE-BE,00-04,4,FALSE
2021-04-16,DE-BE,05-14,4,FALSE
2021-04-16,DE-BE,15-34,30,FALSE
2021-04-16,DE-BE,35-59,110,FALSE
2021-04-16,DE-BE,60-79,93,FALSE
2021-04-16,DE-BE,80+,42,FALSE
2021-04-16,DE-BW,00+,1076,FALSE
2021-04-16,DE-BW,00-04,17,FALSE
2021-04-16,DE-BW,05-14,14,FALSE
2021-04-16,DE-BW,15-34,129,FALSE
2021-04-16,DE-BW,35-59,366,FALSE
2021-04-16,DE-BW,60-79,394,FALSE
2021-04-16,DE-BW,80+,156,FALSE
2021-04-16,DE-BY,00+,1103,FALSE
2021-04-16,DE-BY,00-04,15,FALSE
2021-04-16,DE-BY,05-14,13,FALSE
2021-04-16,DE-BY,15-34,98,FALSE
2021-04-16,DE-BY,35-59,352,FALSE
2021-04-16,DE-BY,60-79,423,FALSE
2021-04-16,DE-BY,80+,201,FALSE
2021-04-16,DE-HB,00+,102,FALSE
2021-04-16,DE-HB,00-04,1,FALSE
2021-04-16,DE-HB,05-14,1,FALSE
2021-04-16,DE-HB,15-34,13,FALSE
2021-04-16,DE-HB,35-59,44,FALSE
2021-04-16,DE-HB,60-79,36,FALSE
2021-04-16,DE-HB,80+,7,FALSE
2021-04-16,DE-HE,00+,664,FALSE
2021-04-16,DE-HE,00-04,16,FALSE
2021-04-16,DE-HE,05-14,4,FALSE
2021-04-16,DE-HE,15-34,90,FALSE
2021-04-16,DE-HE,35-59,228,FALSE
2021-04-16,DE-HE,60-79,206,FALSE
2021-04-16,DE-HE,80+,120,FALSE
2021-04-16,DE-HH,00+,159,FALSE
2021-04-16,DE-HH,00-04,3,FALSE
2021-04-16,DE-HH,05-14,1,FALSE
2021-04-16,DE-HH,15-34,20,FALSE
2021-04-16,DE-HH,35-59,59,FALSE
2021-04-16,DE-HH,60-79,57,FALSE
2021-04-16,DE-HH,80+,19,FALSE
2021-04-16,DE-MV,00+,207,FALSE
2021-04-16,DE-MV,00-04,0,FALSE
2021-04-16,DE-MV,05-14,4,FALSE
2021-04-16,DE-MV,15-34,15,FALSE
2021-04-16,DE-MV,35-59,60,FALSE
2021-04-16,DE-MV,60-79,87,FALSE
2021-04-16,DE-MV,80+,41,FALSE
2021-04-16,DE-NI,00+,487,FALSE
2021-04-16,DE-NI,00-04,8,FALSE
2021-04-16,DE-NI,05-14,11,FALSE
2021-04-16,DE-NI,15-34,57,FALSE
2021-04-16,DE-NI,35-59,152,FALSE
2021-04-16,DE-NI,60-79,187,FALSE
2021-04-16,DE-NI,80+,72,FALSE
2021-04-16,DE-NW,00+,1870,FALSE
2021-04-16,DE-NW,00-04,26,FALSE
2021-04-16,DE-NW,05-14,16,FALSE
2021-04-16,DE-NW,15-34,225,FALSE
2021-04-16,DE-NW,35-59,589,FALSE
2021-04-16,DE-NW,60-79,694,FALSE
2021-04-16,DE-NW,80+,320,FALSE
2021-04-16,DE-RP,00+,269,FALSE
2021-04-16,DE-RP,00-04,2,FALSE
2021-04-16,DE-RP,05-14,2,FALSE
2021-04-16,DE-RP,15-34,30,FALSE
2021-04-16,DE-RP,35-59,78,FALSE
2021-04-16,DE-RP,60-79,98,FALSE
2021-04-16,DE-RP,80+,58,FALSE
2021-04-16,DE-SH,00+,144,FALSE
2021-04-16,DE-SH,00-04,3,FALSE
2021-04-16,DE-SH,05-14,3,FALSE
2021-04-16,DE-SH,15-34,25,FALSE
2021-04-16,DE-SH,35-59,46,FALSE
2021-04-16,DE-SH,60-79,48,FALSE
2021-04-16,DE-SH,80+,19,FALSE
2021-04-16,DE-SL,00+,53,FALSE
2021-04-16,DE-SL,00-04,3,FALSE
2021-04-16,DE-SL,05-14,1,FALSE
2021-04-16,DE-SL,15-34,7,FALSE
2021-04-16,DE-SL,35-59,17,FALSE
2021-04-16,DE-SL,60-79,17,FALSE
2021-04-16,DE-SL,80+,8,FALSE
2021-04-16,DE-SN,00+,613,FALSE
2021-04-16,DE-SN,00-04,7,FALSE
2021-04-16,DE-SN,05-14,5,FALSE
2021-04-16,DE-SN,15-34,35,FALSE
2021-04-16,DE-SN,35-59,125,FALSE
2021-04-16,DE-SN,60-79,289,FALSE
2021-04-16,DE-SN,80+,152,FALSE
2021-04-16,DE-ST,00+,295,FALSE
2021-04-16,DE-ST,00-04,3,FALSE
2021-04-16,DE-ST,05-14,3,FALSE
2021-04-16,DE-ST,15-34,19,FALSE
2021-04-16,DE-ST,35-59,64,FALSE
2021-04-16,DE-ST,60-79,122,FALSE
2021-04-16,DE-ST,80+,84,FALSE
2021-04-16,DE-TH,00+,397,FALSE
2021-04-16,DE-TH,00-04,1,FALSE
2021-04-16,DE-TH,05-14,0,FALSE
